terms_conditions,type_independent_activity_id,incomes,extra_incomes,familiar_debts,is_tax_return,region_id,name,name.1,viability,is_selected,has_region_id,has_date_exp_token,year_exp_token,month_exp_token,day_exp_token,year_birth,month_birth,day_birth,has_extra_incomes,has_familiar_debts,age,age_section
0,1,16.118095750958314,0.0,0.0,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,11,1977,3,18,1,1,45,more 40
1,1,17.909855136853043,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,12,1957,4,17,1,1,65,more 40
1,1,15.424948670398354,0.0,0.0,0,26.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,12,1973,10,24,1,1,49,more 40
1,1,15.112973978601556,0.0,0.0,1,7.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,12,1993,7,15,1,1,29,less 40
0,1,16.118095750958314,0.0,13.815511557963774,1,13.0,"wholesale and retail, auto repair",independent,1,1,True,False,2023,4,12,1989,2,7,1,0,33,less 40
0,1,16.811242881518265,0.0,12.206077645517674,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,12,1983,8,9,1,0,39,less 40
1,1,14.914123179965662,0.0,0.0,0,12.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,13,1962,10,21,1,1,60,more 40
1,1,16.906553056777135,0.0,13.815511557963774,1,26.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,13,1973,5,4,1,0,49,more 40
1,1,17.632937150795666,0.0,12.611541086966115,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,14,1978,9,30,1,0,44,more 40
1,1,16.445023195872253,0.0,12.429220196836383,0,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,14,1976,5,25,1,0,46,more 40
1,1,17.909855136853043,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,15,1985,3,4,1,1,37,less 40
1,1,15.672688005244275,0.0,13.592368256649284,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,17,1996,3,13,1,0,26,less 40
1,1,15.894952224644102,0.0,11.51293546492023,1,13.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,17,1985,11,25,1,0,37,less 40
1,1,14.731801689838349,0.0,0.0,0,13.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,17,1993,12,16,1,1,29,less 40
1,1,18.024522210025548,0.0,12.611541086966115,0,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,18,1993,8,3,1,0,29,less 40
1,1,17.034386422832473,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,18,1959,4,24,1,1,63,more 40
1,1,16.012735246411598,0.0,13.815511557963774,1,-1,"wholesale and retail, auto repair",independent,0,1,True,True,2023,4,18,1988,4,7,1,0,34,less 40
0,1,15.894952224644102,0.0,12.611541086966115,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,18,1979,7,28,1,0,43,more 40
0,1,16.454567959008102,0.0,12.206077645517674,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,18,1993,8,12,1,0,29,less 40
1,1,14.220976332738882,0.0,0.0,0,13.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,19,1978,11,14,1,1,44,more 40
0,1,17.453096744006448,0.0,13.122365377402328,1,0.0,"wholesale and retail, auto repair",independent,0,0,False,False,2023,4,19,1983,10,1,1,0,39,less 40
0,1,16.118095750958314,0.0,13.122365377402328,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,19,1977,1,24,1,0,45,more 40
1,1,15.76142084987672,0.0,14.508658238524095,1,13.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,24,1989,8,19,1,0,33,less 40
1,1,19.519293035953808,0.0,13.815511557963774,1,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,4,24,1974,7,17,1,0,48,more 40
0,1,17.361269966330102,0.0,12.611541086966115,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,24,1994,3,2,1,0,28,less 40
0,1,15.894952224644102,0.0,13.122365377402328,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,24,1974,11,6,1,0,48,more 40
0,1,17.707330876483063,0.0,13.122365377402328,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,24,1987,6,8,1,0,35,less 40
1,1,15.76142084987672,0.0,0.0,1,7.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,25,1991,5,10,1,1,31,less 40
1,1,16.860033043306743,0.0,0.0,1,13.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,25,1987,3,4,1,1,35,less 40
0,1,17.50439003707821,0.0,13.815511557963774,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,25,1980,4,4,1,0,42,more 40
1,1,14.508658238524095,0.0,0.0,0,7.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,4,27,1961,8,1,1,1,61,more 40
1,1,15.424948670398354,0.0,11.51293546492023,0,26.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,27,1972,12,11,1,0,50,more 40
0,1,15.068273812173887,0.0,12.611541086966115,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,27,1996,2,5,1,0,26,less 40
0,1,19.692285096384904,0.0,13.815511557963774,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,4,27,1974,7,17,1,0,48,more 40
1,1,17.893048018819147,0.0,13.815511557963774,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,27,1999,8,31,1,0,23,less 40
1,1,16.811242881518265,0.0,0.0,0,37.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,27,1994,6,14,1,1,28,less 40
1,1,14.914123179965662,0.0,13.122365377402328,0,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,4,28,1964,3,10,1,0,58,more 40
0,1,17.02486120199023,0.0,12.611541086966115,1,0.0,"wholesale and retail, auto repair",independent,0,0,False,False,2023,4,28,1995,2,1,1,0,27,less 40
1,1,15.068273812173887,0.0,0.0,1,2.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,2,1995,5,6,1,1,27,less 40
1,1,17.72753358339242,0.0,11.51293546492023,1,2.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,3,1983,6,16,1,0,39,less 40
1,1,16.811242881518265,0.0,0.0,1,12.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,3,1952,1,16,1,1,70,more 40
1,1,15.319588176962746,0.0,0.0,0,12.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,3,1985,10,25,1,1,37,less 40
0,1,18.984743776789703,0.0,14.914123179965662,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,3,1983,9,5,1,0,39,less 40
1,1,15.76142084987672,0.0,13.592368256649284,0,-1,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,4,1993,10,7,1,0,29,less 40
0,1,17.53957617911548,0.0,13.815511557963774,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,4,1997,1,21,1,0,25,less 40
1,1,15.201805169084134,0.0,0.0,1,12.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,8,1998,10,1,1,1,24,less 40
0,1,15.661284773401603,0.0,13.592368256649284,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,8,1976,3,7,1,0,46,more 40
1,1,15.607270193858982,0.0,0.0,0,12.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,8,1961,3,3,1,1,61,more 40
1,1,16.588099342704055,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,8,1991,4,14,1,1,31,less 40
1,1,16.454567959008102,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,8,1990,2,15,1,1,32,less 40
1,1,17.216707972959764,0.0,13.017005083966255,1,-1,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,10,1994,1,29,1,0,28,less 40
1,1,16.811242881518265,0.0,0.0,1,12.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,10,1996,5,17,1,1,26,less 40
1,1,16.300417291085605,0.0,13.815511557963774,1,-1,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,10,1992,12,8,1,0,30,less 40
1,1,15.068273812173887,0.0,13.815511557963774,0,-1,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,10,1989,11,5,1,0,33,less 40
1,1,16.705882371415992,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,16,1963,12,20,1,1,59,more 40
1,1,16.300417291085605,0.0,0.0,1,7.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,11,1973,4,14,1,1,49,more 40
0,1,17.577408128054383,0.0,13.592368256649284,1,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,11,1975,8,20,1,0,47,more 40
0,1,16.118095750958314,0.0,13.122365377402328,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,11,1964,12,21,1,0,58,more 40
1,1,16.118095750958314,0.0,0.0,0,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,13,1977,10,27,1,1,45,more 40
0,1,17.435921297839702,0.0,13.304686600863562,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,13,1991,9,14,1,0,31,less 40
1,1,14.845130332288226,0.0,0.0,0,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,15,1989,10,23,1,1,33,less 40
1,1,15.201805169084134,0.0,11.51293546492023,0,6.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,16,1979,2,14,1,0,43,more 40
0,1,18.031604914877907,0.0,14.914123179965662,1,1.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,16,1956,11,1,1,0,66,more 40
1,1,17.553180200057167,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,17,1951,10,13,1,1,71,more 40
1,1,16.118095750958314,0.0,0.0,1,2.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,17,1980,6,10,1,1,42,more 40
1,1,17.909855136853043,0.0,13.815511557963774,1,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,17,1987,10,14,1,0,35,less 40
0,1,17.398283857389572,0.0,13.122365377402328,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,17,1988,12,2,1,0,34,less 40
1,1,18.603002309079653,0.0,0.0,1,-1,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,18,1973,9,17,1,1,49,more 40
1,1,15.76142084987672,0.0,13.122365377402328,0,12.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,19,1989,9,29,1,0,33,less 40
1,1,15.424948670398354,0.0,0.0,0,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,19,1984,9,11,1,1,38,less 40
1,1,16.52356082573315,0.0,12.611541086966115,1,26.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,23,1972,3,17,1,0,50,more 40
1,1,16.811242881518265,0.0,13.815511557963774,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,24,1999,6,23,1,0,23,less 40
1,1,17.370858648025116,0.0,13.122365377402328,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,24,1988,11,17,1,0,34,less 40
1,1,17.216707972959764,0.0,12.899222326086994,1,26.0,"wholesale and retail, auto repair",independent,0,0,True,True,2023,5,24,1984,6,22,1,0,38,less 40
0,1,17.11134746100564,0.0,12.899222326086994,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,24,1983,6,1,1,0,39,less 40
1,1,15.994956584844683,0.0,12.611541086966115,0,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,25,1969,3,10,1,0,53,more 40
1,1,15.424948670398354,0.0,0.0,0,26.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,25,2001,9,17,1,1,21,less 40
1,1,14.914123179965662,0.0,0.0,0,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,25,1981,3,20,1,1,41,more 40
0,1,15.29711532616119,0.0,13.122365377402328,0,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,25,1968,7,1,1,0,54,more 40
0,1,17.959498840607925,0.0,13.592368256649284,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,25,1965,3,21,1,0,57,more 40
1,1,16.380459992348886,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,28,2001,9,7,1,1,21,less 40
0,1,16.811242881518265,0.0,13.122365377402328,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,28,1989,2,5,1,0,33,less 40
1,1,16.300417291085605,0.0,12.206077645517674,1,26.0,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,30,1979,1,8,1,0,43,more 40
1,1,15.894952224644102,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,30,1968,12,17,1,1,54,more 40
0,1,15.201805169084134,0.0,12.429220196836383,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,30,1991,12,26,1,0,31,less 40
1,1,15.421605087517467,0.0,0.0,1,-1,"wholesale and retail, auto repair",independent,1,0,True,True,2023,5,30,1988,5,15,1,1,34,less 40
1,1,16.118095750958314,0.0,0.0,1,1.0,"wholesale and retail, auto repair",independent,1,1,True,True,2023,5,31,1991,10,3,1,1,31,less 40
0,1,17.034386422832473,0.0,12.611541086966115,1,0.0,"wholesale and retail, auto repair",independent,1,1,False,False,2023,5,31,1998,8,15,1,0,24,less 40
1,2,15.424948670398354,0.0,0.0,0,0.0,others,employee,1,0,False,False,2023,5,31,2022,8,1,1,1,0,less 20
1,2,16.166885910365842,16.811242881518265,16.380459992348886,1,1.0,others,employee,1,0,True,False,2023,5,31,1967,3,2,0,0,55,more 40
1,2,15.607270193858982,15.424948670398354,0.0,1,2.0,others,employee,1,0,True,False,2023,5,31,1988,6,30,0,1,34,less 40
1,2,16.118095750958314,0.0,13.122365377402328,1,1.0,others,employee,1,1,True,True,2023,3,8,1987,2,28,1,0,35,less 40
0,2,14.054528245836039,0.0,0.0,0,13.0,others,employee,0,0,True,False,2023,3,8,1978,12,29,1,1,44,more 40
1,2,15.424948670398354,16.855614534362665,14.077875591662238,1,1.0,others,employee,1,1,True,True,2022,10,27,1986,6,11,0,0,36,less 40
1,2,13.997832948091215,13.997832948091215,0.0,0,1.0,others,employee,0,0,True,True,2022,11,9,1977,5,24,0,1,45,more 40
1,2,15.533803054682638,13.815511557963774,0.0,1,1.0,others,employee,0,0,True,True,2022,12,3,1989,1,4,0,1,33,less 40
0,2,16.330844645565666,0.0,12.429220196836383,1,0.0,others,employee,0,0,False,False,2022,12,3,1983,3,20,1,0,39,less 40
0,2,16.733281344102608,16.73727336515679,12.206077645517674,1,0.0,others,employee,1,1,False,False,2022,12,3,1977,7,22,0,0,45,more 40
1,2,14.403297778421795,15.201805169084134,12.206077645517674,1,1.0,others,employee,1,1,True,True,2023,3,4,1986,2,2,0,0,36,less 40
0,2,17.380893840621535,15.441515279842891,12.611541086966115,1,0.0,others,employee,1,1,False,False,2023,3,4,1980,1,29,0,0,42,more 40
1,2,19.935955776981267,0.0,13.815511557963774,1,1.0,others,employee,0,0,True,True,2023,3,14,1975,2,2,1,0,47,more 40
1,2,17.11134746100564,0.0,14.220976332738882,1,1.0,others,employee,0,0,True,True,2023,4,10,1990,6,26,1,0,32,less 40
0,2,14.508658238524095,13.815511557963774,0.0,0,0.0,others,employee,1,1,False,False,2023,4,10,1994,11,18,0,1,28,less 40
1,2,14.078341636534029,14.751604309291395,13.122365377402328,0,1.0,others,employee,1,0,True,True,2023,3,31,1989,2,11,0,0,33,less 40
0,2,16.39739274250718,0.0,12.611541086966115,1,0.0,others,employee,1,1,False,False,2023,3,31,1978,1,31,1,0,44,more 40
1,2,16.300417291085605,0.0,12.429220196836383,1,1.0,others,employee,0,0,True,True,2023,5,3,1977,7,26,1,0,45,more 40
1,2,20.030118658386467,0.0,0.0,1,0.0,others,independent,1,0,False,False,2023,5,3,1990,8,1,1,1,32,less 40
1,2,15.068273812173887,0.0,0.0,0,0.0,others,independent,1,0,False,False,2023,5,3,1995,6,3,1,1,27,less 40
1,2,15.759429440048516,0.0,0.0,1,0.0,others,independent,1,1,False,False,2023,5,3,1986,3,5,1,1,36,less 40
1,2,16.52356082573315,0.0,0.0,1,0.0,others,independent,0,0,False,False,2023,5,3,1967,8,7,1,1,55,more 40
1,2,15.607270193858982,0.0,0.0,0,0.0,others,independent,0,0,False,False,2023,5,3,1974,10,27,1,1,48,more 40
1,2,16.648723960844016,0.0,0.0,1,0.0,others,independent,1,0,False,False,2023,5,3,2000,4,30,1,1,22,less 40
1,2,16.796129244469636,0.0,0.0,1,0.0,others,independent,1,1,False,False,2023,5,3,1983,10,5,1,1,39,less 40
1,2,16.993564429978885,0.0,0.0,1,0.0,others,independent,0,0,False,False,2023,5,3,1961,1,16,1,1,61,more 40
1,2,16.012735246411598,0.0,0.0,1,0.0,others,independent,0,0,False,False,2023,5,3,1972,7,29,1,1,50,more 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2023,5,3,1977,2,14,1,1,45,more 40
1,2,15.607270193858982,0.0,0.0,1,0.0,others,independent,0,0,False,False,2023,5,3,1975,3,18,1,1,47,more 40
1,2,15.201805169084134,0.0,0.0,0,0.0,others,independent,1,0,False,False,2023,5,3,1976,7,7,1,1,46,more 40
1,2,17.216707972959764,0.0,0.0,1,0.0,others,independent,1,0,False,False,2023,5,3,1992,10,3,1,1,30,less 40
1,2,16.52356082573315,0.0,12.611541086966115,1,0.0,others,independent,1,1,False,False,2023,5,3,1981,7,11,1,0,41,more 40
1,2,16.811242881518265,16.48273883399067,12.765691290604371,1,0.0,others,independent,0,1,False,False,2023,5,3,1973,4,24,0,0,49,more 40
1,2,18.418329752536494,0.0,13.815511557963774,1,12.0,others,independent,0,0,True,True,2022,11,1,1990,7,1,1,0,32,less 40
1,2,15.424948670398354,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1999,1,10,1,1,23,less 40
1,2,16.3673747538134,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1988,7,24,1,1,34,less 40
1,2,15.76142084987672,0.0,0.0,0,0.0,others,independent,1,1,False,False,2022,11,1,1984,3,28,1,1,38,less 40
1,2,15.068273812173887,0.0,0.0,1,0.0,others,independent,0,0,False,False,2022,11,1,1978,8,14,1,1,44,more 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1990,8,21,1,1,32,less 40
1,2,17.75709238505144,0.0,12.429220196836383,0,0.0,others,independent,1,1,False,False,2022,11,1,1992,5,30,1,0,30,less 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,0,0,False,False,2022,11,1,1969,10,1,1,1,53,more 40
1,2,14.731801689838349,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1972,8,23,1,1,50,more 40
1,2,16.811242881518265,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1987,11,16,1,1,35,less 40
1,2,16.264208254693003,0.0,13.122365377402328,1,0.0,others,independent,1,1,False,False,2022,11,1,1959,2,6,1,0,63,more 40
1,2,14.731801689838349,0.0,0.0,1,0.0,others,independent,1,1,False,False,2022,11,1,1971,10,4,1,1,51,more 40
1,2,15.319588176962746,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1986,4,30,1,1,36,less 40
1,2,17.68493313422767,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1963,10,6,1,1,59,more 40
1,2,15.319588176962746,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1999,6,23,1,1,23,less 40
1,2,18.197537205138154,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1971,6,9,1,1,51,more 40
1,2,15.424948670398354,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1979,10,20,1,1,43,more 40
1,2,17.50439003707821,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1977,4,21,1,1,45,more 40
1,2,15.319588176962746,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1997,9,21,1,1,25,less 40
1,2,16.300417291085605,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1978,1,11,1,1,44,more 40
1,2,16.454567959008102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1987,3,20,1,1,35,less 40
1,2,15.424948670398354,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1991,1,24,1,1,31,less 40
1,2,17.50439003707821,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1990,7,10,1,1,32,less 40
1,2,16.705882371415992,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1987,6,3,1,1,35,less 40
1,2,16.118095750958314,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1977,2,7,1,1,45,more 40
1,2,18.420680753952364,0.0,0.0,1,0.0,others,independent,0,0,False,False,2022,11,1,1976,7,7,1,1,46,more 40
1,2,15.830413711839864,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1991,10,10,1,1,31,less 40
1,2,14.845130332288226,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1974,4,3,1,1,48,more 40
1,2,16.811242881518265,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1982,12,26,1,1,40,more 40
1,2,15.424948670398354,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1982,1,23,1,1,40,more 40
1,2,17.216707972959764,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1980,2,15,1,1,42,more 40
1,2,15.068273812173887,0.0,12.899222326086994,1,0.0,others,independent,1,0,False,False,2022,11,1,1994,1,10,1,0,28,less 40
1,2,13.815511557963774,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1978,6,20,1,1,44,more 40
1,2,15.607270193858982,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1994,5,24,1,1,28,less 40
1,2,18.683045016112164,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,2000,7,11,1,1,22,less 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1971,8,14,1,1,51,more 40
1,2,16.811242881518265,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1994,11,28,1,1,28,less 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1981,4,13,1,1,41,more 40
1,2,15.424948670398354,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1984,12,26,1,1,38,less 40
1,2,15.201805169084134,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1983,12,8,1,1,39,less 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1970,5,6,1,1,52,more 40
1,2,14.220976332738882,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1987,3,9,1,1,35,less 40
1,2,17.216707972959764,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1964,5,18,1,1,58,more 40
1,2,15.150511887854474,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1986,4,16,1,1,36,less 40
1,2,16.52356082573315,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1991,8,11,1,1,31,less 40
1,2,15.424948670398354,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1984,8,5,1,1,38,less 40
1,2,15.76142084987672,0.0,0.0,0,0.0,others,independent,0,0,False,False,2022,11,1,1997,9,8,1,1,25,less 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1988,6,14,1,1,34,less 40
1,2,15.894952224644102,0.0,0.0,0,0.0,others,independent,0,0,False,False,2022,11,1,1982,11,11,1,1,40,more 40
1,2,15.86963441986494,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1985,3,9,1,1,37,less 40
1,2,17.426428497635523,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1986,6,8,1,1,36,less 40
1,2,14.77102238760702,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1993,12,6,1,1,29,less 40
1,2,15.424948670398354,0.0,13.815511557963774,1,1.0,others,independent,0,0,True,False,2022,11,1,1999,6,1,1,0,23,less 40
1,2,15.555976908243359,0.0,0.0,0,0.0,others,independent,1,1,False,False,2022,11,1,1978,1,10,1,1,44,more 40
1,2,16.705882371415992,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1984,1,4,1,1,38,less 40
1,2,17.50439003707821,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1997,12,21,1,1,25,less 40
1,2,18.826145858727198,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1960,12,10,1,1,62,more 40
1,2,15.607270193858982,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1994,5,23,1,1,28,less 40
1,2,14.403297778421795,0.0,0.0,0,0.0,others,independent,0,0,False,False,2022,11,1,1989,9,2,1,1,33,less 40
1,2,15.830413711839864,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1954,6,16,1,1,68,more 40
1,2,16.118095750958314,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1970,2,12,1,1,52,more 40
1,2,16.300417291085605,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1971,11,1,1,1,51,more 40
1,2,16.52356082573315,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1983,7,23,1,1,39,less 40
1,2,16.118095750958314,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1964,4,1,1,1,58,more 40
1,2,17.72753358339242,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1995,10,12,1,1,27,less 40
1,2,17.216707972959764,0.0,0.0,1,0.0,others,independent,1,1,False,False,2022,11,1,1986,11,15,1,1,36,less 40
1,2,15.068273812173887,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1990,9,28,1,1,32,less 40
1,2,14.508658238524095,0.0,0.0,0,0.0,others,independent,0,0,False,False,2022,11,1,2002,12,5,1,1,20,less 40
1,2,16.52356082573315,0.0,0.0,0,0.0,others,independent,1,1,False,False,2022,11,1,1987,5,27,1,1,35,less 40
1,2,15.201805169084134,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1996,5,29,1,1,26,less 40
1,2,15.123843647884687,0.0,0.0,1,0.0,others,independent,0,0,False,False,2022,11,1,1972,12,25,1,1,50,more 40
1,2,13.997832948091215,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,2003,2,16,1,1,19,less 20
1,2,14.508658238524095,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1967,9,29,1,1,55,more 40
1,2,15.424948670398354,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1974,1,5,1,1,48,more 40
1,2,15.894952224644102,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1965,7,11,1,1,57,more 40
1,2,15.76142084987672,0.0,0.0,1,0.0,others,independent,1,0,False,False,2022,11,1,1986,9,15,1,1,36,less 40
1,2,15.201805169084134,0.0,0.0,0,0.0,others,independent,1,0,False,False,2022,11,1,1979,4,29,1,1,43,more 40
